Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Sh,SoT,Dist,FK,PK,PKatt,Season,Team,schedule
11/08/2023,20:00,Premier League,Matchweek 1,Fri,Away,W,3,0,Burnley,1.9,0.3,65,21572,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,17,8,13.9,0,0,0,2024,ManchesterCity,Occasional
12/08/2023,12:30,Premier League,Matchweek 1,Sat,Home,W,2,1,Nott'ham Forest,0.8,1.2,78,59984,Martin Ødegaard,04/03/2003,Michael Oliver,Match Report,15,7,19.1,0,0,0,2024,Arsenal,Early
13/08/2023,16:30,Premier League,Matchweek 1,Sun,Away,D,1,1,Chelsea,1.3,1.4,35,40096,Virgil van Dijk,04/03/2003,Anthony Taylor,Match Report,13,1,17.8,0,0,0,2024,Liverpool,Late
12/08/2023,17:30,Premier League,Matchweek 1,Sat,Away,L,1,5,Newcastle Utd,1.8,3.3,48,52207,John McGinn,4-2-3-1,Andy Madley,Match Report,16,6,14.5,1,0,0,2024,AstonVilla,evening
13/08/2023,14:00,Premier League,Matchweek 1,Sun,Away,D,2,2,Brentford,1.3,2.2,69,17066,Son Heung-min,4-2-3-1,Robert Jones,Match Report,18,6,19.6,0,0,0,2024,TottenhamHotspur,Early
13/08/2023,16:30,Premier League,Matchweek 1,Sun,Home,D,1,1,Liverpool,1.4,1.3,65,40096,Reece James,03/04/2003,Anthony Taylor,Match Report,10,4,13.2,1,0,0,2024,Chelsea,Late
12/08/2023,17:30,Premier League,Matchweek 1,Sat,Home,W,5,1,Aston Villa,3.3,1.8,52,52207,Kieran Trippier,04/03/2003,Andy Madley,Match Report,17,12,13.2,0,0,0,2024,NewcastleUnited,evening
14/08/2023,20:00,Premier League,Matchweek 1,Mon,Home,W,1,0,Wolves,2.2,2.2,51,73358,Bruno Fernandes,4-1-4-1,Simon Hooper,Match Report,15,2,14.7,0,0,0,2024,ManchesterUnited,Occasional
12/08/2023,15:00,Premier League,Matchweek 1,Sat,Away,D,1,1,Bournemouth,1.1,1.3,38,11245,Kurt Zouma,4-2-3-1,Peter Bankes,Match Report,16,2,16.1,0,0,0,2024,WestHamUnited,regular
12/08/2023,15:00,Premier League,Matchweek 1,Sat,Away,W,1,0,Sheffield Utd,1.9,0.5,68,31194,Joel Ward,4-2-3-1,John Brooks,Match Report,24,8,18.5,1,0,0,2024,CrystalPalace,regular
12/08/2023,15:00,Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,4,1.5,70,31872,Lewis Dunk,4-2-3-1,David Coote,Match Report,26,11,17,0,1,1,2024,BrightonandHoveAlbion,regular
12/08/2023,15:00,Premier League,Matchweek 1,Sat,Home,D,1,1,West Ham,1.3,1.1,62,11245,Neto,4-2-3-1,Peter Bankes,Match Report,14,5,20.7,1,0,0,2024,Bournemouth,regular
12/08/2023,15:00,Premier League,Matchweek 1,Sat,Away,W,1,0,Everton,1.5,2.7,58,39940,Tom Cairney,04/03/2003,Stuart Attwell,Match Report,9,2,13.2,0,0,0,2024,Fulham,regular
14/08/2023,20:00,Premier League,Matchweek 1,Mon,Away,L,0,1,Manchester Utd,2.2,2.2,49,73358,Max Kilman,04/04/2002,Simon Hooper,Match Report,23,6,15.3,0,0,0,2024,WolverhamptonWanderers,Occasional
12/08/2023,15:00,Premier League,Matchweek 1,Sat,Home,L,0,1,Fulham,2.7,1.5,42,39940,James Tarkowski,4-4-1-1,Stuart Attwell,Match Report,19,9,15.8,0,0,0,2024,Everton,regular
13/08/2023,14:00,Premier League,Matchweek 1,Sun,Home,D,2,2,Tottenham,2.2,1.3,31,17066,Christian Nørgaard,05/03/2002,Robert Jones,Match Report,10,5,18,0,1,1,2024,Brentford,Early
12/08/2023,12:30,Premier League,Matchweek 1,Sat,Away,L,1,2,Arsenal,1.2,0.8,22,59984,Joe Worrall,03/04/2003,Michael Oliver,Match Report,6,2,17.3,0,0,0,2024,NottinghamForest,Early
12/08/2023,15:00,Premier League,Matchweek 1,Sat,Away,L,1,4,Brighton,1.5,4,30,31872,Tom Lockyer,03/05/2002,David Coote,Match Report,8,2,16.6,0,1,1,2024,LutonTown,regular
11/08/2023,20:00,Premier League,Matchweek 1,Fri,Home,L,0,3,Manchester City,0.3,1.9,35,21572,Josh Cullen,05/04/2001,Craig Pawson,Match Report,6,1,14.9,0,0,0,2024,Burnley,Occasional
12/08/2023,15:00,Premier League,Matchweek 1,Sat,Home,L,0,1,Crystal Palace,0.5,1.9,32,31194,John Egan,03/04/2003,John Brooks,Match Report,8,1,19.4,0,0,0,2024,SheffieldUnited,regular
29/10/2023,15:30,Premier League,Matchweek 10,Sun,Away,W,3,0,Manchester Utd,4,0.9,60,73502,Kyle Walker,4-2-3-1,Paul Tierney,Match Report,20,9,17.2,2,1,1,2024,ManchesterCity,Late
28/10/2023,15:00,Premier League,Matchweek 10,Sat,Home,W,5,0,Sheffield Utd,2.8,0,67,60153,Bukayo Saka,04/03/2003,Tim Robinson,Match Report,12,6,17,0,1,1,2024,Arsenal,regular
29/10/2023,14:00,Premier League,Matchweek 10,Sun,Home,W,3,0,Nott'ham Forest,3.2,0.4,72,50143,Virgil van Dijk,04/03/2003,Chris Kavanagh,Match Report,21,8,19.5,2,0,0,2024,Liverpool,Early
29/10/2023,14:00,Premier League,Matchweek 10,Sun,Home,W,3,1,Luton Town,2.3,0.5,70,41785,John McGinn,04/04/2002,John Brooks,Match Report,17,6,14.5,0,0,0,2024,AstonVilla,Early
27/10/2023,20:00,Premier League,Matchweek 10,Fri,Away,W,2,1,Crystal Palace,1.1,0.6,75,25074,Son Heung-min,4-2-3-1,Andy Madley,Match Report,10,1,19.5,1,0,0,2024,TottenhamHotspur,Occasional
28/10/2023,12:30,Premier League,Matchweek 10,Sat,Home,L,0,2,Brentford,1.9,2.2,68,39575,Conor Gallagher,4-2-3-1,Simon Hooper,Match Report,17,2,16.1,1,0,0,2024,Chelsea,Early
28/10/2023,17:30,Premier League,Matchweek 10,Sat,Away,D,2,2,Wolves,2.2,0.9,57,31584,Jamaal Lascelles,04/03/2003,Anthony Taylor,Match Report,12,3,14.2,0,1,1,2024,NewcastleUnited,evening
29/10/2023,15:30,Premier League,Matchweek 10,Sun,Home,L,0,3,Manchester City,0.9,4,40,73502,Bruno Fernandes,4-2-3-1,Paul Tierney,Match Report,7,3,15.2,0,0,0,2024,ManchesterUnited,Late
29/10/2023,13:00,Premier League,Matchweek 10,Sun,Home,L,0,1,Everton,0.7,0.8,64,62469,Kurt Zouma,4-2-3-1,Stuart Attwell,Match Report,12,2,17.3,0,0,0,2024,WestHamUnited,Early
27/10/2023,20:00,Premier League,Matchweek 10,Fri,Home,L,1,2,Tottenham,0.6,1.1,25,25074,Joel Ward,4-2-3-1,Andy Madley,Match Report,13,3,17.2,0,0,0,2024,CrystalPalace,Occasional
29/10/2023,14:00,Premier League,Matchweek 10,Sun,Home,D,1,1,Fulham,1.4,0.7,71,31550,Lewis Dunk,03/04/2003,Michael Salisbury,Match Report,18,6,18.1,1,0,0,2024,BrightonandHoveAlbion,Early
28/10/2023,15:00,Premier League,Matchweek 10,Sat,Home,W,2,1,Burnley,1.1,0.8,45,11152,Lloyd Kelly,4-2-3-1,Samuel Barrott,Match Report,13,6,19.5,2,0,0,2024,Bournemouth,regular
29/10/2023,14:00,Premier League,Matchweek 10,Sun,Away,D,1,1,Brighton,0.7,1.4,29,31550,Tim Ream,4-2-3-1,Michael Salisbury,Match Report,10,5,19.3,0,0,0,2024,Fulham,Early
28/10/2023,17:30,Premier League,Matchweek 10,Sat,Home,D,2,2,Newcastle Utd,0.9,2.2,43,31584,Max Kilman,04/04/2002,Anthony Taylor,Match Report,11,6,17.2,1,0,0,2024,WolverhamptonWanderers,evening
29/10/2023,13:00,Premier League,Matchweek 10,Sun,Away,W,1,0,West Ham,0.8,0.7,36,62469,James Tarkowski,4-4-1-1,Stuart Attwell,Match Report,10,4,17.4,0,0,0,2024,Everton,Early
28/10/2023,12:30,Premier League,Matchweek 10,Sat,Away,W,2,0,Chelsea,2.2,1.9,32,39575,Christian Nørgaard,03/05/2002,Simon Hooper,Match Report,7,5,12.7,0,0,0,2024,Brentford,Early
29/10/2023,14:00,Premier League,Matchweek 10,Sun,Away,L,0,3,Liverpool,0.4,3.2,28,50143,Serge Aurier,05/04/2001,Chris Kavanagh,Match Report,9,1,15.6,0,0,0,2024,NottinghamForest,Early
29/10/2023,14:00,Premier League,Matchweek 10,Sun,Away,L,1,3,Aston Villa,0.5,2.3,30,41785,Tom Lockyer,03/04/2003,John Brooks,Match Report,7,1,17.3,0,0,0,2024,LutonTown,Early
28/10/2023,15:00,Premier League,Matchweek 10,Sat,Away,L,1,2,Bournemouth,0.8,1.1,55,11152,Josh Brownhill,04/03/2003,Samuel Barrott,Match Report,6,3,18,0,0,0,2024,Burnley,regular
28/10/2023,15:00,Premier League,Matchweek 10,Sat,Away,L,0,5,Arsenal,0,2.8,33,60153,Oliver Norwood,04/04/2002,Tim Robinson,Match Report,2,0,39.9,0,0,0,2024,SheffieldUnited,regular
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Home,W,6,1,Bournemouth,1.9,0.9,65,53358,Kyle Walker,03/04/2003,Craig Pawson,Match Report,21,8,16.4,0,0,0,2024,ManchesterCity,regular
04/11/2023,17:30,Premier League,Matchweek 11,Sat,Away,L,0,1,Newcastle Utd,0.6,1,58,52194,Jorginho,04/03/2003,Stuart Attwell,Match Report,14,1,20.7,0,0,0,2024,Arsenal,evening
05/11/2023,16:30,Premier League,Matchweek 11,Sun,Away,D,1,1,Luton Town,2.6,0.8,73,11049,Virgil van Dijk,04/03/2003,Andy Madley,Match Report,24,6,17.5,0,0,0,2024,Liverpool,Late
05/11/2023,14:00,Premier League,Matchweek 11,Sun,Away,L,0,2,Nott'ham Forest,1.2,0.4,73,29313,John McGinn,04/04/2002,Jarred Gillett,Match Report,13,3,14,0,0,0,2024,AstonVilla,Early
06/11/2023,20:00,Premier League,Matchweek 11,Mon,Home,L,1,4,Chelsea,0.9,4.1,40,61726,Son Heung-min,4-2-3-1,Michael Oliver,Match Report,8,5,23.5,1,0,0,2024,TottenhamHotspur,Occasional
06/11/2023,20:00,Premier League,Matchweek 11,Mon,Away,W,4,1,Tottenham,4.1,0.9,60,61726,Reece James,4-2-3-1,Michael Oliver,Match Report,16,6,16.8,0,1,1,2024,Chelsea,Occasional
04/11/2023,17:30,Premier League,Matchweek 11,Sat,Home,W,1,0,Arsenal,1,0.6,42,52194,Jamaal Lascelles,04/03/2003,Stuart Attwell,Match Report,9,1,18.6,0,0,0,2024,NewcastleUnited,evening
04/11/2023,12:30,Premier League,Matchweek 11,Sat,Away,W,1,0,Fulham,0.7,1,55,24415,Bruno Fernandes,4-2-3-1,John Brooks,Match Report,12,5,18.3,1,0,0,2024,ManchesterUnited,Early
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Away,L,2,3,Brentford,1.8,1.5,42,17103,James Ward-Prowse,04/04/2002,Thomas Bramall,Match Report,12,2,15.3,0,0,0,2024,WestHamUnited,regular
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Away,W,2,0,Burnley,1.3,1.1,33,21578,Joel Ward,4-2-3-1,Peter Bankes,Match Report,4,3,13.9,0,0,0,2024,CrystalPalace,regular
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Away,D,1,1,Everton,0.5,0.7,79,38683,Lewis Dunk,04/03/2003,Tim Robinson,Match Report,7,2,15.6,1,0,0,2024,BrightonandHoveAlbion,regular
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Away,L,1,6,Manchester City,0.9,1.9,35,53358,Lloyd Kelly,05/04/2001,Craig Pawson,Match Report,5,1,11.4,0,0,0,2024,Bournemouth,regular
04/11/2023,12:30,Premier League,Matchweek 11,Sat,Home,L,0,1,Manchester Utd,1,0.7,45,24415,Tim Ream,4-2-3-1,John Brooks,Match Report,18,2,18.6,1,0,0,2024,Fulham,Early
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Away,L,1,2,Sheffield Utd,1.2,1,61,29454,Max Kilman,4-4-1-1,Robert Jones,Match Report,10,3,17.5,1,0,0,2024,WolverhamptonWanderers,regular
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Home,D,1,1,Brighton,0.7,0.5,21,38683,James Tarkowski,4-4-1-1,Tim Robinson,Match Report,10,4,14.4,1,0,0,2024,Everton,regular
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Home,W,3,2,West Ham,1.5,1.8,58,17103,Christian Nørgaard,04/03/2003,Thomas Bramall,Match Report,16,4,15.7,1,0,0,2024,Brentford,regular
05/11/2023,14:00,Premier League,Matchweek 11,Sun,Home,W,2,0,Aston Villa,0.4,1.2,27,29313,Morgan Gibbs-White,04/03/2003,Jarred Gillett,Match Report,5,3,21.1,0,0,0,2024,NottinghamForest,Early
05/11/2023,16:30,Premier League,Matchweek 11,Sun,Home,D,1,1,Liverpool,0.8,2.6,27,11049,Tom Lockyer,03/04/2003,Andy Madley,Match Report,8,5,17.9,0,0,0,2024,LutonTown,Late
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Home,L,0,2,Crystal Palace,1.1,1.3,67,21578,Josh Brownhill,04/04/2002,Peter Bankes,Match Report,17,5,13.3,0,0,0,2024,Burnley,regular
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Home,W,2,1,Wolves,1,1.2,39,29454,Oliver Norwood,3-4-1-2,Robert Jones,Match Report,10,1,27.6,1,1,1,2024,SheffieldUnited,regular
12/11/2023,16:30,Premier League,Matchweek 12,Sun,Away,D,4,4,Chelsea,2.9,2.9,55,39532,Kyle Walker,3-2-4-1,Anthony Taylor,Match Report,14,9,16.6,1,1,1,2024,ManchesterCity,Late
11/11/2023,15:00,Premier League,Matchweek 12,Sat,Home,W,3,1,Burnley,1.8,0.3,63,60232,Jorginho,04/03/2003,Michael Oliver,Match Report,16,6,13.8,0,0,0,2024,Arsenal,regular
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Home,W,3,0,Brentford,1.7,1.6,58,50151,Virgil van Dijk,04/03/2003,Paul Tierney,Match Report,17,10,19,0,0,0,2024,Liverpool,Early
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Home,W,3,1,Fulham,3,0.9,51,41608,John McGinn,4-2-2-2,Simon Hooper,Match Report,12,6,13.5,0,0,0,2024,AstonVilla,Early
11/11/2023,12:30,Premier League,Matchweek 12,Sat,Away,L,1,2,Wolves,0.7,2.1,58,31642,Son Heung-min,04/03/2003,Tim Robinson,Match Report,6,2,17.5,0,0,0,2024,TottenhamHotspur,Early
12/11/2023,16:30,Premier League,Matchweek 12,Sun,Home,D,4,4,Manchester City,2.9,2.9,45,39532,Reece James,4-2-3-1,Anthony Taylor,Match Report,16,8,19.1,1,1,1,2024,Chelsea,Late
11/11/2023,17:30,Premier League,Matchweek 12,Sat,Away,L,0,2,Bournemouth,0.5,2.4,52,11201,Jamaal Lascelles,04/03/2003,Chris Kavanagh,Match Report,8,5,19.5,0,0,0,2024,NewcastleUnited,evening
11/11/2023,15:00,Premier League,Matchweek 12,Sat,Home,W,1,0,Luton Town,2.2,0.4,64,73599,Bruno Fernandes,4-2-3-1,Graham Scott,Match Report,15,4,14,1,0,0,2024,ManchesterUnited,regular
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Home,W,3,2,Nott'ham Forest,1.8,1.7,54,62470,Kurt Zouma,4-2-3-1,Michael Salisbury,Match Report,16,6,18,1,0,0,2024,WestHamUnited,Early
11/11/2023,15:00,Premier League,Matchweek 12,Sat,Home,L,2,3,Everton,2.2,1.5,67,25103,Joel Ward,4-2-3-1,Samuel Barrott,Match Report,12,3,17.9,0,1,1,2024,CrystalPalace,regular
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Home,D,1,1,Sheffield Utd,1.5,1.1,61,31367,Pascal Groß,4-2-3-1,John Brooks,Match Report,11,6,16.5,0,0,0,2024,BrightonandHoveAlbion,Early
11/11/2023,17:30,Premier League,Matchweek 12,Sat,Home,W,2,0,Newcastle Utd,2.4,0.5,48,11201,Neto,4-2-3-1,Chris Kavanagh,Match Report,19,10,14.9,0,0,0,2024,Bournemouth,evening
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Away,L,1,3,Aston Villa,0.9,3,49,41608,Tim Ream,4-2-3-1,Simon Hooper,Match Report,9,5,19.5,0,0,0,2024,Fulham,Early
11/11/2023,12:30,Premier League,Matchweek 12,Sat,Home,W,2,1,Tottenham,2.1,0.7,42,31642,Max Kilman,03/05/2002,Tim Robinson,Match Report,17,4,18.5,0,0,0,2024,WolverhamptonWanderers,Early
11/11/2023,15:00,Premier League,Matchweek 12,Sat,Away,W,3,2,Crystal Palace,1.5,2.2,33,25103,James Tarkowski,4-4-1-1,Samuel Barrott,Match Report,8,4,14.5,0,0,0,2024,Everton,regular
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Away,L,0,3,Liverpool,1.6,1.7,42,50151,Christian Nørgaard,05/03/2002,Paul Tierney,Match Report,16,3,17,2,0,0,2024,Brentford,Early
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Away,L,2,3,West Ham,1.7,1.8,46,62470,Morgan Gibbs-White,04/03/2003,Michael Salisbury,Match Report,10,5,15.6,0,0,0,2024,NottinghamForest,Early
11/11/2023,15:00,Premier League,Matchweek 12,Sat,Away,L,0,1,Manchester Utd,0.4,2.2,36,73599,Tom Lockyer,03/04/2003,Graham Scott,Match Report,10,4,21.9,1,0,0,2024,LutonTown,regular
11/11/2023,15:00,Premier League,Matchweek 12,Sat,Away,L,1,3,Arsenal,0.3,1.8,37,60232,Josh Brownhill,04/04/2002,Michael Oliver,Match Report,8,5,19.3,0,0,0,2024,Burnley,regular
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Away,D,1,1,Brighton,1.1,1.5,39,31367,Oliver Norwood,03/04/2003,John Brooks,Match Report,9,1,19.3,0,0,0,2024,SheffieldUnited,Early
25/11/2023,12:30,Premier League,Matchweek 13,Sat,Home,D,1,1,Liverpool,1.3,0.6,59,53289,Kyle Walker,3-2-4-1,Chris Kavanagh,Match Report,16,5,16.3,1,0,0,2024,ManchesterCity,Early
25/11/2023,17:30,Premier League,Matchweek 13,Sat,Away,W,1,0,Brentford,1.6,1.1,63,17201,Martin Ødegaard,04/03/2003,Tim Robinson,Match Report,15,4,15.2,0,0,0,2024,Arsenal,evening
25/11/2023,12:30,Premier League,Matchweek 13,Sat,Away,D,1,1,Manchester City,0.6,1.3,41,53289,Virgil van Dijk,04/03/2003,Chris Kavanagh,Match Report,8,3,15.9,0,0,0,2024,Liverpool,Early
26/11/2023,14:00,Premier League,Matchweek 13,Sun,Away,W,2,1,Tottenham,1.7,2.3,38,61679,John McGinn,04/04/2002,Robert Jones,Match Report,15,5,16.6,1,0,0,2024,AstonVilla,Early
26/11/2023,14:00,Premier League,Matchweek 13,Sun,Home,L,1,2,Aston Villa,2.3,1.7,62,61679,Son Heung-min,4-2-3-1,Robert Jones,Match Report,18,7,14,0,0,0,2024,TottenhamHotspur,Early
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Away,L,1,4,Newcastle Utd,0.5,2.4,46,52227,Reece James,4-2-3-1,Simon Hooper,Match Report,7,4,18.4,2,0,0,2024,Chelsea,regular
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Home,W,4,1,Chelsea,2.4,0.5,54,52227,Jamaal Lascelles,04/03/2003,Simon Hooper,Match Report,14,5,17,1,0,0,2024,NewcastleUnited,regular
26/11/2023,16:30,Premier League,Matchweek 13,Sun,Away,W,3,0,Everton,2.2,2.4,49,39257,Bruno Fernandes,4-2-3-1,John Brooks,Match Report,8,3,17.4,0,1,1,2024,ManchesterUnited,Late
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Away,W,2,1,Burnley,0.9,1.3,50,21319,Kurt Zouma,4-2-3-1,Samuel Barrott,Match Report,11,3,13.2,0,0,0,2024,WestHamUnited,regular
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Away,L,1,2,Luton Town,1.6,0.9,61,11029,Joel Ward,4-2-3-1,Jarred Gillett,Match Report,16,8,16.3,1,0,0,2024,CrystalPalace,regular
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Away,W,3,2,Nott'ham Forest,1.3,1.9,53,29404,Lewis Dunk,4-2-3-1,Anthony Taylor,Match Report,9,4,19.9,1,1,1,2024,BrightonandHoveAlbion,regular
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Away,W,3,1,Sheffield Utd,2.9,0.8,54,30208,Neto,4-2-3-1,Andy Madley,Match Report,23,11,15.7,0,0,0,2024,Bournemouth,regular
27/11/2023,20:00,Premier League,Matchweek 13,Mon,Home,W,3,2,Wolves,2.9,1.4,60,24366,Tom Cairney,4-2-3-1,Michael Salisbury,Match Report,10,4,22.9,0,2,2,2024,Fulham,Occasional
27/11/2023,20:00,Premier League,Matchweek 13,Mon,Away,L,2,3,Fulham,1.4,2.9,40,24366,Max Kilman,03/05/2002,Michael Salisbury,Match Report,9,5,16.6,0,1,1,2024,WolverhamptonWanderers,Occasional
26/11/2023,16:30,Premier League,Matchweek 13,Sun,Home,L,0,3,Manchester Utd,2.4,2.2,51,39257,James Tarkowski,4-4-1-1,John Brooks,Match Report,24,6,16.9,0,0,0,2024,Everton,Late
25/11/2023,17:30,Premier League,Matchweek 13,Sat,Home,L,0,1,Arsenal,1.1,1.6,37,17201,Christian Nørgaard,05/03/2002,Tim Robinson,Match Report,9,1,13.9,0,0,0,2024,Brentford,evening
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Home,L,2,3,Brighton,1.9,1.3,47,29404,Morgan Gibbs-White,4-1-4-1,Anthony Taylor,Match Report,17,4,14.7,0,1,1,2024,NottinghamForest,regular
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Home,W,2,1,Crystal Palace,0.9,1.6,39,11029,Tom Lockyer,03/04/2003,Jarred Gillett,Match Report,8,3,14.2,0,0,0,2024,LutonTown,regular
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Home,L,1,2,West Ham,1.3,0.9,50,21319,Josh Brownhill,04/04/2002,Samuel Barrott,Match Report,10,4,17.2,0,1,1,2024,Burnley,regular
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Home,L,1,3,Bournemouth,0.8,2.9,46,30208,Oliver Norwood,03/04/2003,Andy Madley,Match Report,10,2,14.9,0,0,0,2024,SheffieldUnited,regular
03/12/2023,16:30,Premier League,Matchweek 14,Sun,Home,D,3,3,Tottenham,2.6,0.5,55,53473,Kyle Walker,3-2-4-1,Simon Hooper,Match Report,17,4,13.4,0,0,0,2024,ManchesterCity,Late
02/12/2023,15:00,Premier League,Matchweek 14,Sat,Home,W,2,1,Wolves,2.8,0.7,57,60262,Martin Ødegaard,04/03/2003,Peter Bankes,Match Report,19,6,15.6,0,0,0,2024,Arsenal,regular
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Home,W,4,3,Fulham,2.1,1.2,61,50124,Virgil van Dijk,04/03/2003,Stuart Attwell,Match Report,26,12,18.9,1,0,0,2024,Liverpool,Early
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Away,D,2,2,Bournemouth,0.7,2,62,11191,John McGinn,04/04/2002,Thomas Bramall,Match Report,11,3,19.2,1,0,0,2024,AstonVilla,Early
03/12/2023,16:30,Premier League,Matchweek 14,Sun,Away,D,3,3,Manchester City,0.5,2.6,45,53473,Son Heung-min,4-2-3-1,Simon Hooper,Match Report,8,4,20.7,0,0,0,2024,TottenhamHotspur,Late
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Home,W,3,2,Brighton,2.1,1.1,32,39647,Conor Gallagher,4-2-3-1,Craig Pawson,Match Report,7,3,19.6,0,1,1,2024,Chelsea,Early
02/12/2023,20:00,Premier League,Matchweek 14,Sat,Home,W,1,0,Manchester Utd,2.4,0.5,58,52214,Jamaal Lascelles,04/03/2003,Robert Jones,Match Report,22,4,16.4,1,0,0,2024,NewcastleUnited,Late
02/12/2023,20:00,Premier League,Matchweek 14,Sat,Away,L,0,1,Newcastle Utd,0.5,2.4,42,52214,Bruno Fernandes,4-2-3-1,Robert Jones,Match Report,8,1,18.2,0,0,0,2024,ManchesterUnited,Late
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Home,D,1,1,Crystal Palace,1.1,0.9,55,62414,Tomáš Souček,4-2-3-1,Michael Oliver,Match Report,9,3,15.7,1,0,0,2024,WestHamUnited,Early
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Away,D,1,1,West Ham,0.9,1.1,45,62414,Joel Ward,04/03/2003,Michael Oliver,Match Report,9,2,17.4,1,0,0,2024,CrystalPalace,Early
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Away,L,2,3,Chelsea,1.1,2.1,68,39647,Adam Lallana,4-2-3-1,Craig Pawson,Match Report,18,9,18.6,1,0,0,2024,BrightonandHoveAlbion,Early
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Home,D,2,2,Aston Villa,2,0.7,38,11191,Neto,4-2-3-1,Thomas Bramall,Match Report,15,7,13.6,0,0,0,2024,Bournemouth,Early
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Away,L,3,4,Liverpool,1.2,2.1,39,50124,Tim Ream,4-2-3-1,Stuart Attwell,Match Report,9,5,13.3,0,0,0,2024,Fulham,Early
02/12/2023,15:00,Premier League,Matchweek 14,Sat,Away,L,1,2,Arsenal,0.7,2.8,43,60262,Max Kilman,03/05/2002,Peter Bankes,Match Report,6,3,10.8,0,0,0,2024,WolverhamptonWanderers,regular
02/12/2023,17:30,Premier League,Matchweek 14,Sat,Away,W,1,0,Nott'ham Forest,0.7,0.7,39,29404,James Tarkowski,4-4-1-1,Paul Tierney,Match Report,12,2,20.8,1,0,0,2024,Everton,evening
02/12/2023,15:00,Premier League,Matchweek 14,Sat,Home,W,3,1,Luton Town,3.1,0.2,68,17075,Christian Nørgaard,04/03/2003,Anthony Taylor,Match Report,27,6,15.4,0,0,0,2024,Brentford,regular
02/12/2023,17:30,Premier League,Matchweek 14,Sat,Home,L,0,1,Everton,0.7,0.7,61,29404,Ryan Yates,04/03/2003,Paul Tierney,Match Report,13,2,16.1,0,0,0,2024,NottinghamForest,evening
02/12/2023,15:00,Premier League,Matchweek 14,Sat,Away,L,1,3,Brentford,0.2,3.1,32,17075,Tom Lockyer,03/04/2003,Anthony Taylor,Match Report,7,1,23.8,0,0,0,2024,LutonTown,regular
02/12/2023,15:00,Premier League,Matchweek 14,Sat,Home,W,5,0,Sheffield Utd,1.8,0.4,63,21478,Josh Brownhill,04/04/2002,Chris Kavanagh,Match Report,19,7,15.9,0,0,0,2024,Burnley,regular
02/12/2023,15:00,Premier League,Matchweek 14,Sat,Away,L,0,5,Burnley,0.4,1.8,37,21478,Oliver Norwood,03/04/2003,Chris Kavanagh,Match Report,6,3,18.9,0,0,0,2024,SheffieldUnited,regular
06/12/2023,20:15,Premier League,Matchweek 15,Wed,Away,L,0,1,Aston Villa,0.6,2.3,54,41421,Kyle Walker,3-2-4-1,John Brooks,Match Report,2,2,7.4,0,0,0,2024,ManchesterCity,Occasional
05/12/2023,20:15,Premier League,Matchweek 15,Tue,Away,W,4,3,Luton Town,2.2,0.5,66,11031,Martin Ødegaard,04/03/2003,Samuel Barrott,Match Report,23,9,15.5,0,0,0,2024,Arsenal,Occasional
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Away,W,2,0,Sheffield Utd,1.7,1,75,31406,Virgil van Dijk,04/03/2003,Simon Hooper,Match Report,15,8,16.4,0,0,0,2024,Liverpool,Occasional
